Año,Mes,Año pago,Sistema,ZONA,RUTAS,VIAJES VALIDADOS,TOTAL,EMPRESA,
2024,4,2024,MI TRANSPORTE,AMG,C09,310853,"$310,853.00",ALIANZA DE TRANSPORTISTAS DE NORTE Y SUR SA DE CV,
2024,4,2024,MI TRANSPORTE,AMG,C08,71891,"$71,891.00",MOVIMIENTO EN PUNTO JIRA S DE RL DE CV,
2024,4,2024,MI TRANSPORTE,AMG,C07-01,309450,"$309,450.00",FAHER TRASNPORTISTAS S DE RL DE CV,
2024,4,2024,MI TRANSPORTE,AMG,C06-1,237429,"$237,429.00",RUTA 136A CENTRO SAN PEDRITO S DE RL DE CV,
2024,4,2024,MI TRANSPORTE,CIUDAD GUZMAN,C05-CDG,35779,"$35,779.00",CAZEV SA DE CV,
2024,4,2024,MI TRANSPORTE,TEPATITLAN,C04-TEP,66946,"$66,946.00",TEPABUS SA DE CV,
2024,4,2024,MI TRANSPORTE,CIUDAD GUZMAN,C04-CDG,14364,"$14,364.00",CAZEV SA DE CV,
2024,4,2024,MI TRANSPORTE,TEPATITLAN,C03-TEP,26917,"$26,917.00",TEPABUS SA DE CV,
2024,4,2024,MI TRANSPORTE,CIUDAD GUZMAN,C03-CDG,47584,"$47,584.00",CAZEV SA DE CV,
2024,4,2024,MI TRANSPORTE,TEPATITLAN,C02-TEP,3560,"$3,560.00",TEPABUS SA DE CV,
2024,4,2024,MI TRANSPORTE,CIUDAD GUZMAN,C02-CDG,23587,"$23,587.00",CAZEV SA DE CV,
2024,4,2024,MI TRANSPORTE,AMG,C02,236911,"$236,911.00",PASAJEROS DE OBLATOS SA DE CV,
2024,4,2024,MI TRANSPORTE,TEPATITLAN,C01-TEP,17283,"$17,283.00",TEPABUS SA DE CV,
2024,4,2024,MI TRANSPORTE,CIUDAD GUZMAN,C01-CDG,28317,"$28,317.00",CAZEV SA DE CV,
2024,4,2024,MI TRANSPORTE,AMG,C01,329324,"$329,324.00",ALIANZA OBLATOS COLONIAS SA DE CV,
2024,4,2024,MI TRANSPORTE,AMG,C-54,27832,"$27,832.00",RUTA COMPLEMENTARIA C111 2 SAPI DE CV,
2024,4,2024,MI TRANSPORTE,AMG,C-107,9004,"$9,004.00",MOVILIDAD Y DIGNIDAD SA DE CV,
2024,4,2024,MI MACRO CALZADA,AMG,AMC21,209467,"$209,467.00",OPERADORA MACROBUS SA DE CV,
2024,4,2024,MI MACRO CALZADA,AMG,AMC20,112633,"$112,633.00",OPERADORA MACROBUS SA DE CV,
2024,4,2024,MI MACRO CALZADA,AMG,AMC19,161665,"$161,665.00",OPERADORA MACROBUS SA DE CV,
2024,4,2024,MI MACRO CALZADA,AMG,AMC18,75190,"$75,190.00",OPERADORA MACROBUS SA DE CV,
2024,4,2024,MI MACRO CALZADA,AMG,AMC17,18731,"$18,731.00",OPERADORA MACROBUS SA DE CV,
2024,4,2024,MI MACRO CALZADA,AMG,AMC16,37878,"$37,878.00",OPERADORA MACROBUS SA DE CV,
2024,4,2024,MI MACRO CALZADA,AMG,AMC15,19131,"$19,131.00",OPERADORA MACROBUS SA DE CV,
2024,4,2024,MI MACRO CALZADA,AMG,AMC13,50,$50.00,OPERADORA MACROBUS SA DE CV,
2024,4,2024,MI MACRO CALZADA,AMG,AMC10,44221,"$44,221.00",OPERADORA MACROBUS SA DE CV,
2024,4,2024,MI MACRO CALZADA,AMG,AMC09,36261,"$36,261.00",OPERADORA MACROBUS SA DE CV,
2024,4,2024,MI MACRO CALZADA,AMG,AMC08,58814,"$58,814.00",OPERADORA MACROBUS SA DE CV,
2024,4,2024,MI MACRO CALZADA,AMG,AMC07,20436,"$20,436.00",OPERADORA MACROBUS SA DE CV,
2024,4,2024,MI MACRO CALZADA,AMG,AMC06,37408,"$37,408.00",OPERADORA MACROBUS SA DE CV,
2024,4,2024,MI MACRO CALZADA,AMG,AMC05,13727,"$13,727.00",OPERADORA MACROBUS SA DE CV,
2024,4,2024,MI MACRO CALZADA,AMG,AMC03,16377,"$16,377.00",OPERADORA MACROBUS SA DE CV,
2024,5,2024,MI MACRO CALZADA,AMG,TMC,2756883,"$2,756,883.00",OPERADORA MACROBUS SA DE CV,
2024,5,2024,CORREDOR LOPEZ MATEOS,AMG,T22-VS-T,15492,"$15,492.00",CORREDOR LOPEZ MATEOS/FALTA EMPRESA,
2024,5,2024,CORREDOR LOPEZ MATEOS,AMG,T22-V4-T,299364,"$299,364.00",CORREDOR LOPEZ MATEOS/FALTA EMPRESA,
2024,5,2024,CORREDOR LOPEZ MATEOS,AMG,T22-V3-T,429707,"$429,707.00",CORREDOR LOPEZ MATEOS/FALTA EMPRESA,
2024,5,2024,CORREDOR LOPEZ MATEOS,AMG,T22-V3-S,11,$11.00,CORREDOR LOPEZ MATEOS/FALTA EMPRESA,
2024,5,2024,CORREDOR LOPEZ MATEOS,AMG,T22-V2-T,271771,"$271,771.00",CORREDOR LOPEZ MATEOS/FALTA EMPRESA,
2024,5,2024,CORREDOR LOPEZ MATEOS,AMG,T22-V1-T,8517,"$8,517.00",CORREDOR LOPEZ MATEOS/FALTA EMPRESA,
2024,5,2024,CORREDOR LOPEZ MATEOS,AMG,T22-V1-S,629676,"$629,676.00",CORREDOR LOPEZ MATEOS/FALTA EMPRESA,
2024,5,2024,CORREDOR LOPEZ MATEOS,AMG,T22-V1-M,325,$325.00,CORREDOR LOPEZ MATEOS/FALTA EMPRESA,
2024,5,2024,CORREDOR LOPEZ MATEOS,AMG,T22-C3-T,693,$693.00,CORREDOR LOPEZ MATEOS/FALTA EMPRESA,
2024,5,2024,CORREDOR LOPEZ MATEOS,AMG,T22-C3-M,2495,"$2,495.00",CORREDOR LOPEZ MATEOS/FALTA EMPRESA,
2024,5,2024,CORREDOR LOPEZ MATEOS,AMG,T22-C2-T,996,$996.00,CORREDOR LOPEZ MATEOS/FALTA EMPRESA,
2024,5,2024,CORREDOR LOPEZ MATEOS,AMG,T22-C2-S,36,$36.00,CORREDOR LOPEZ MATEOS/FALTA EMPRESA,
2024,5,2024,CORREDOR LOPEZ MATEOS,AMG,T22-C1-S,2221,"$2,221.00",CORREDOR LOPEZ MATEOS/FALTA EMPRESA,
2024,5,2024,CORREDOR LOPEZ MATEOS,AMG,T22-C1-M,655460,"$655,460.00",CORREDOR LOPEZ MATEOS/FALTA EMPRESA,
2024,5,2024,MI TRANSPORTE,AMG,T21-C01,139560,"$139,560.00",AUTOBUSES DE ZAPOTLANEJO SA DE CV,
2024,5,2024,MI TRANSPORTE,AMG,T21,135983,"$135,983.00",AUTOBUSES DE ZAPOTLANEJO SA DE CV,
2024,5,2024,MI TRANSPORTE,AMG,T18-1B,444200,"$444,200.00",TRANSPORTISTAS UNIDOS TRONCAL DIECIOCHO S DE RL DE CV,
2024,5,2024,MI TRANSPORTE,AMG,T18-1A,746823,"$746,823.00",FEDERALISMO 622 SA DE CV,
2024,5,2024,MI TRANSPORTE,AMG,T17-C01,87056,"$87,056.00",GREEN BUS SA DE CV,
2024,5,2024,MI TRANSPORTE,AMG,T17-1,253489,"$253,489.00",TRANSPORTES ZAPOPAN RUTA 632 SA DE CV,
2024,5,2024,MI TRANSPORTE,AMG,T17,620179,"$620,179.00",TRANSPORTES ZAPOPAN RUTA 632 SA DE CV,
2024,5,2024,MI TRANSPORTE,AMG,T16B-C07,169071,"$169,071.00",RUTA 24 A SOCIEDAD COOPERATIVA DE RESPONSABILIDAD LIMITADA DE CAPITAL VARIABLE,
2024,5,2024,MI TRANSPORTE,AMG,T16B-C06,170259,"$170,259.00",RUTA 24 A SOCIEDAD COOPERATIVA DE RESPONSABILIDAD LIMITADA DE CAPITAL VARIABLE,
2024,5,2024,MI TRANSPORTE,AMG,T16B-C03,501040,"$501,040.00",MOVILIDAD URBANA INTERMUNICIPAL DE OCCIDENTE SA DE CV,
2024,5,2024,MI TRANSPORTE,AMG,T16B-C02,100502,"$100,502.00",VANGUARDIA Y CAMBIO SA DE CV,
2024,5,2024,MI TRANSPORTE,AMG,T16B-1,29554,"$29,554.00",SERVICIOS URBANOS DE TRANSPORTE APH S DE RL DE CV,
2024,5,2024,MI TRANSPORTE,AMG,T16A-C01,5011,"$5,011.00",VANGUARDIA Y CAMBIO SA DE CV,
2024,5,2024,MI TRANSPORTE,AMG,T16B-C08,172634,"$172,634.00",RUTA 24 A SOCIEDAD COOPERATIVA DE RESPONSABILIDAD LIMITADA DE CAPITAL VARIABLE,
2024,5,2024,MI TRANSPORTE,AMG,T16B-C01,248519,"$248,519.00",SERVICIOS URBANOS DE TRANSPORTE APH S DE RL DE CV,
2024,5,2024,MI TRANSPORTE,AMG,T15-C3,8372,"$8,372.00",TRANSPORTES URBANOS DE CALIDAD T15 SA DE CV,
2024,5,2024,MI TRANSPORTE,AMG,T15-C2,198964,"$198,964.00",TRANSPORTES URBANOS DE CALIDAD T15 SA DE CV,
2024,5,2024,MI TRANSPORTE,AMG,T15-C1,227442,"$227,442.00",TRANSPORTES URBANOS DE CALIDAD T15 SA DE CV,
2024,5,2024,MI TRANSPORTE,AMG,T15-C06,7680,"$7,680.00",UNION DE TRANSPORTISTAS TLAXICONXINGO S DE RL DE CV,
2024,5,2024,MI TRANSPORTE,AMG,T15-C05,70383,"$70,383.00",UNION DE TRANSPORTISTAS TLAXICONXINGO S DE RL DE CV,
2024,5,2024,MI TRANSPORTE,AMG,T15-C04,22709,"$22,709.00",TRANSPORTES ZAPCON SA DE CV,
2024,5,2024,MI TRANSPORTE,AMG,T15-1,90222,"$90,222.00",OPERADORA DE SERVICIO 231C SA DE CV,
2024,5,2024,MI TRANSPORTE,AMG,T15,191633,"$191,633.00",OPERADORA DE SERVICIO 231 SA DE CV,
2024,5,2024,MI TRANSPORTE,AMG,T14B-C03-2,192370,"$192,370.00",TRANSPORTES VANGUARDISTAS DE GUADALAJARA SA DE CV,
2024,5,2024,MI TRANSPORTE,AMG,T14B-C03-1,212584,"$212,584.00",TRANSPORTES VANGUARDISTAS DE GUADALAJARA SA DE CV,
2024,5,2024,MI TRANSPORTE,AMG,T14B-C02,77818,"$77,818.00",GRUPO TRANSPORTES UNIDOS ZMG SA DE CV,
2024,5,2024,MI TRANSPORTE,AMG,T14B-C01,161632,"$161,632.00",COORDINADORA DEL TRANSPORTE TAPATIOS S DE RL DE CV,
2024,5,2024,MI TRANSPORTE,AMG,T14B,38306,"$38,306.00",CONCESIONARIOS UNIDOS NORTE SUR DE RL DE CV,
2024,5,2024,MI TRANSPORTE,AMG,T14A-C04,446157,"$446,157.00",TRANSPORTE URBANO MEXICALTZINGO SA DE CV,
2024,5,2024,MI TRANSPORTE,AMG,T14A-C02-C03,298286,"$298,286.00",RUTAS OPTIMIZADAS DE GUADALAJARA SA DE CV,
2024,5,2024,MI TRANSPORTE,AMG,T14A,16292,"$16,292.00",CORREDOR METROPOLITANO DE JALISCO SA DE CV,
2024,5,2024,MI TRANSPORTE,AMG,T13D,51159,"$51,159.00",AUTOTRANSPORTES GUADALAJARA CHAPALA SA DE CV,
2024,5,2024,MI TRANSPORTE,AMG,T13C-C02-14,9486,"$9,486.00",TRANSBUS EL SALTO SA DE CV,
2024,5,2024,MI TRANSPORTE,AMG,T13C-C02-13,6837,"$6,837.00",TRANSBUS EL SALTO SA DE CV,
2024,5,2024,MI TRANSPORTE,AMG,T13C-C02-12,27000,"$27,000.00",TRANSBUS EL SALTO SA DE CV,
2024,5,2024,MI TRANSPORTE,AMG,T13C-C01-11,22910,"$22,910.00",TRANSBUS EL SALTO SA DE CV,
2024,5,2024,MI TRANSPORTE,AMG,T13C-9,135361,"$135,361.00",TRANSBUS EL SALTO SA DE CV,
2024,5,2024,MI TRANSPORTE,AMG,T13B-C02-8,31219,"$31,219.00",TRANSBUS EL SALTO SA DE CV,
2024,5,2024,MI TRANSPORTE,AMG,T13B-C01-7,239261,"$239,261.00",TRANSBUS EL SALTO SA DE CV,
2024,5,2024,MI TRANSPORTE,AMG,T13B-6,176616,"$176,616.00",TRANSBUS EL SALTO SA DE CV,
2024,5,2024,MI TRANSPORTE,AMG,T13B-5,276128,"$276,128.00",TRANSBUS EL SALTO SA DE CV,
2024,5,2024,MI TRANSPORTE,AMG,T13B-1,292522,"$292,522.00",RUTA 176B DE TUTSA S DE RL DE CV,
2024,5,2024,MI TRANSPORTE,AMG,T13A-C03-4,31016,"$31,016.00",TRANSBUS EL SALTO SA DE CV,
2024,5,2024,MI TRANSPORTE,AMG,T13A-C03-3,61317,"$61,317.00",TRANSBUS EL SALTO SA DE CV,
2024,5,2024,MI TRANSPORTE,AMG,T13A-C02,10,$10.00,RUTA 176B DE TUTSA S DE RL DE CV,
2024,5,2024,MI TRANSPORTE,AMG,T13A-C01,69640,"$69,640.00",RUTA SAN JOSE SA DE CV,
2024,5,2024,MI TRANSPORTE,AMG,T13A-6,157234,"$157,234.00",AUTOTRANSPORTES GUADALAJARA CHAPALA SA DE CV,
2024,5,2024,MI TRANSPORTE,AMG,T13A-5,305004,"$305,004.00",AUTOTRANSPORTES GUADALAJARA CHAPALA SA DE CV,
2024,5,2024,MI TRANSPORTE,AMG,T13A-2,136372,"$136,372.00",TRANSBUS EL SALTO SA DE CV,
2024,5,2024,MI TRANSPORTE,AMG,T13A-1,134413,"$134,413.00",TRANSBUS EL SALTO SA DE CV,
2024,5,2024,MI TRANSPORTE,AMG,T13-C01-10,44165,"$44,165.00",TRANSBUS EL SALTO SA DE CV,
2024,5,2024,MI TRANSPORTE,AMG,T11B-C01,86349,"$86,349.00",RUTA 55 SA DE CV,
2024,5,2024,MI TRANSPORTE,AMG,T11B,271807,"$271,807.00",RUTA 55 SA DE CV,
2024,5,2024,MI TRANSPORTE,AMG,T11A-C03,179950,"$179,950.00",MOVILIDAD ZAPOPAN GUADALAJARA SA DE CV,
2024,5,2024,MI TRANSPORTE,AMG,T11A-C02,256873,"$256,873.00",MOVILIDAD ZAPOPAN GUADALAJARA SA DE CV,
2024,5,2024,MI TRANSPORTE,AMG,T11A-C01,134417,"$134,417.00",MOVILIDAD ZAPOPAN GUADALAJARA SA DE CV,
2024,5,2024,MI TRANSPORTE,AMG,T11A,283172,"$283,172.00",MOVILIDAD ZAPOPAN GUADALAJARA SA DE CV,
2024,5,2024,MI TRANSPORTE,AMG,T10-C02,121568,"$121,568.00",MOVILIDAD INTERURBANA METROPOLITANA SA DE CV,
2024,5,2024,MI TRANSPORTE,AMG,T10-C01,126871,"$126,871.00",MOVILIDAD INTERURBANA METROPOLITANA SA DE CV,
2024,5,2024,MI TRANSPORTE,AMG,T10,163284,"$163,284.00",RUTA 626 GDL SA DE CV,
2024,5,2024,MI TRANSPORTE,AMG,T09,687081,"$687,081.00",TRANSPORTISTAS RUTA 604 SA DE CV,
2024,5,2024,MI TRANSPORTE,AMG,T08-C01,132217,"$132,217.00",TRONCAL AMERICAS S DE RL DE CV,
2024,5,2024,MI TRANSPORTE,AMG,T08,722394,"$722,394.00",TRONCAL AMERICAS S DE RL DE CV,
2024,5,2024,MI TRANSPORTE,AMG,T07-C04,9139,"$9,139.00",TRANSPORTES GDL CENTRO SUR SA DE CV,
2024,5,2024,MI TRANSPORTE,AMG,T07-C01,106179,"$106,179.00",TRANSPORTE MODERNO EJE NORTE SUR S DE RL DE CV,
2024,5,2024,MI TRANSPORTE,AMG,T07,65838,"$65,838.00",TRONCAL ENRIQUE DIAZ DE LEON SA DE CV,
2024,5,2024,MI TRANSPORTE,AMG,T06-C01,88086,"$88,086.00",MILHER AUTOBUSES SA DE CV,
2024,5,2024,MI TRANSPORTE,AMG,T06-2,306935,"$306,935.00",ALIANZA COORDINADO SA DE CV,
2024,5,2024,MI TRANSPORTE,AMG,T06-1,224175,"$224,175.00",RUTA TRANCAL DE OCCIDENTE SA DE CV,
2024,5,2024,MI TRANSPORTE,AMG,T06-03,182572,"$182,572.00",RUTA COMPLEMENTARIA DE OCCIDENTE SA DE CV,
2024,5,2024,MI TRANSPORTE,AMG,T04B,638228,"$638,228.00",EXCELENCIA EN TRANSPORTACION TLAQUEPAQUE SA DE CV,
2024,5,2024,MI TRANSPORTE,AMG,T04A-C01,99737,"$99,737.00",CORREDOR LÁZARO CÁRDENAS RUTA 646 SA DE CV,
2024,5,2024,MI TRANSPORTE,AMG,T04A-01,1141684,"$1,141,684.00",CORREDOR LAZARO CARDENAS RUTA 646 SA DE CV,
2024,5,2024,MI TRANSPORTE,CIUDAD GUZMAN,T03A-CDG,120744,"$120,744.00",TRANSPORTES URBANOS OCHOAS SA DE CV,
2024,5,2024,MI TRANSPORTE,PUERTO VALLARTA,T03-PV,628726,"$628,726.00",TRANSPORTE UNIDO COSTA PACIFICO SA DE CV,
2024,5,2024,MI TRANSPORTE,TEPATITLAN,T02-TEP,53680,"$53,680.00",TEPABUS SA DE CV,
2024,5,2024,MI TRANSPORTE,PUERTO VALLARTA,T02-PV,81028,"$81,028.00",TRANSPORTE UNIDO COSTA PACIFICO SA DE CV,
2024,5,2024,MI TRANSPORTE,CIUDAD GUZMAN,T02-CDG,95599,"$95,599.00",CAZEV SA DE CV,
2024,5,2024,MI TRANSPORTE,AMG,T02,437229,"$437,229.00",ALIANZA CAMIONERA TLAQUEPAQUE SA DE CV,
2024,5,2024,MI TRANSPORTE,TEPATITLAN,T01-TEP,54306,"$54,306.00",TEPABUS SA DE CV,
2024,5,2024,MI TRANSPORTE,PUERTO VALLARTA,T01-PV,64621,"$64,621.00",TRANSPORTE UNIDO COSTA PACIFICO SA DE CV,
2024,5,2024,MI TRANSPORTE,LAGOS DE MORENO,T01-LGM,390253,"$390,253.00",TURLAGOS S DE RL DE CV,
2024,5,2024,MI TRANSPORTE,CIUDAD GUZMAN,T01-CDG,25317,"$25,317.00",CAZEV SA DE CV,
2024,5,2024,MI TRANSPORTE,AMG,T01,413458,"$413,458.00",TRANSPORTE INTEGRADO ALIANZA SA DE CV,
2024,5,2024,MI TRANSPORTE,CIUDAD GUZMAN,SB01-CDG,21818,"$21,818.00",CAZEV SA DE CV,
2024,5,2024,MI MACRO PERIFERICO,AMG,MP-T0,3550089,"$3,550,089.00",PERIBUS METROPOLITANO SA DE CV / OPERADORA MACROBUS SA DE CV,
2024,5,2024,MI MACRO PERIFERICO,AMG,MP-NI-R,572,$572.00,OPERADORA MACROBUS SA DE CV,
2024,5,2024,MI MACRO PERIFERICO,AMG,MP-NI-P,888,$888.00,PERIBUS METROPOLITANO SA DE CV,
2024,5,2024,MI MACRO PERIFERICO,AMG,MP-C03,160836,"$160,836.00",PERIBUS METROPOLITANO SA DE CV / OPERADORA MACROBUS SA DE CV,
2024,5,2024,MI MACRO PERIFERICO,AMG,MP-C02,416722,"$416,722.00",PERIBUS METROPOLITANO SA DE CV / OPERADORA MACROBUS SA DE CV,
2024,5,2024,MI MACRO PERIFERICO,AMG,MP-C01,629268,"$629,268.00",PERIBUS METROPOLITANO SA DE CV / OPERADORA MACROBUS SA DE CV,
2024,5,2024,MI MACRO PERIFERICO,AMG,MP-AD8-P,38369,"$38,369.00",PERIBUS METROPOLITANO SA DE CV,
2024,5,2024,MI MACRO PERIFERICO,AMG,MP-A12-R,1662,"$1,662.00",OPERADORA MACROBUS SA DE CV,
2024,5,2024,MI MACRO PERIFERICO,AMG,MP-A12-P,260,$260.00,PERIBUS METROPOLITANO SA DE CV,
2024,5,2024,MI MACRO PERIFERICO,AMG,MP-A11-P,114748,"$114,748.00",PERIBUS METROPOLITANO SA DE CV,
2024,5,2024,MI MACRO PERIFERICO,AMG,MP-A10-R,110479,"$110,479.00",OPERADORA MACROBUS SA DE CV,
2024,5,2024,MI MACRO PERIFERICO,AMG,MP-A10-P,86812,"$86,812.00",PERIBUS METROPOLITANO SA DE CV,
2024,5,2024,MI MACRO PERIFERICO,AMG,MP-A09-R,2321,"$2,321.00",OPERADORA MACROBUS SA DE CV,
2024,5,2024,MI MACRO PERIFERICO,AMG,MP-A09-P,706,$706.00,PERIBUS METROPOLITANO SA DE CV,
2024,5,2024,MI MACRO PERIFERICO,AMG,MP-A08-R,70,$70.00,OPERADORA MACROBUS SA DE CV,
2024,5,2024,MI MACRO PERIFERICO,AMG,MP-A07-R,238,$238.00,OPERADORA MACROBUS SA DE CV,
2024,5,2024,MI MACRO PERIFERICO,AMG,MP-A07-P,12547,"$12,547.00",PERIBUS METROPOLITANO SA DE CV,
2024,5,2024,MI MACRO PERIFERICO,AMG,MP-A06-R,49,$49.00,OPERADORA MACROBUS SA DE CV,
2024,5,2024,MI MACRO PERIFERICO,AMG,MP-A06-P,216538,"$216,538.00",PERIBUS METROPOLITANO SA DE CV,
2024,5,2024,MI MACRO PERIFERICO,AMG,MP-A05-2-P,215475,"$215,475.00",PERIBUS METROPOLITANO SA DE CV,
2024,5,2024,MI MACRO PERIFERICO,AMG,MP-A05-1-P,206414,"$206,414.00",PERIBUS METROPOLITANO SA DE CV,
2024,5,2024,MI MACRO PERIFERICO,AMG,MP-A04-R,71,$71.00,OPERADORA MACROBUS SA DE CV,
2024,5,2024,MI MACRO PERIFERICO,AMG,MP-A04-P,443511,"$443,511.00",PERIBUS METROPOLITANO SA DE CV,
2024,5,2024,MI MACRO PERIFERICO,AMG,MP-A03-P,3515,"$3,515.00",PERIBUS METROPOLITANO SA DE CV,
2024,5,2024,MI MACRO PERIFERICO,AMG,MP-A02-P,143340,"$143,340.00",PERIBUS METROPOLITANO SA DE CV,
2024,5,2024,MI MACRO PERIFERICO,AMG,MP-A01-R,248616,"$248,616.00",OPERADORA MACROBUS SA DE CV,
2024,5,2024,MI MACRO PERIFERICO,AMG,MP-A01-P,34311,"$34,311.00",PERIBUS METROPOLITANO SA DE CV,
2024,5,2024,MI TRANSPORTE,AMG,C99,53655,"$53,655.00",TRANSPORTE PUBLICO ESTRUCTURADO SA DE CV,
2024,5,2024,MI TRANSPORTE,AMG,C97-V2,21202,"$21,202.00",SJG DEL 15 S DE RL DE CV,
2024,5,2024,MI TRANSPORTE,AMG,C97-V1,4414,"$4,414.00",TRANSPORTACIONES ELITE R275 S DE RL DE CV,
2024,5,2024,MI TRANSPORTE,AMG,C96-V1,245325,"$245,325.00",MOVILIDAD URBANA SAN MARTIN S DE RL DE CV,
2024,5,2024,MI TRANSPORTE,AMG,C91,18097,"$18,097.00",VANGUARDIA Y CAMBIO SA DE CV,
2024,5,2024,MI TRANSPORTE,AMG,C87,182209,"$182,209.00",TRANSPORTACIO URBANA METROPOLITANA SA DE CV,
2024,5,2024,MI TRANSPORTE,AMG,C86,294919,"$294,919.00",LOGISTICA INNOVATIVA DE CAMIONES Y ENLACES SA DE CV,
2024,5,2024,MI TRANSPORTE,AMG,C85,198535,"$198,535.00",AUTOBUSES URBANOS TABACHINES S DE RL DE CV,
2024,5,2024,MI TRANSPORTE,AMG,C84,443787,"$443,787.00",AUTOBUSES URBANOS TABACHINES S DE RL DE CV,
2024,5,2024,MI TRANSPORTE,AMG,C83,143072,"$143,072.00",TRANSPORTE GDL TLAQ EL SALTO Y TRAJOMULCO SA DE CV,
2024,5,2024,MI TRANSPORTE,AMG,C82-1,279694,"$279,694.00",AUTOBUSES URBANOS TABACHINES S DE RL DE CV,
2024,5,2024,MI TRANSPORTE,AMG,C81-1,280529,"$280,529.00",AUTOBUSES URBANOS TABACHINES S DE RL DE CV,
2024,5,2024,MI TRANSPORTE,AMG,C80-V2,27051,"$27,051.00",TRANSPORTES MACROPERIFERICO SA DE CV,
2024,5,2024,MI TRANSPORTE,AMG,C80-V1,21445,"$21,445.00",TRANSPORTES MACROPERIFERICO SA DE CV,
2024,5,2024,MI TRANSPORTE,AMG,C79,136178,"$136,178.00",TRANSPORTES EMPRESARIALES 640 SA DE CV,
2024,5,2024,MI TRANSPORTE,AMG,C78,276637,"$276,637.00",619A Y ASOCIADOS S DE RL DE CV,
2024,5,2024,MI TRANSPORTE,AMG,C77,184057,"$184,057.00",RUTA 623A TESORO CANTAROS S DE RL DE CV,
2024,5,2024,MI TRANSPORTE,AMG,C76,157428,"$157,428.00",TRANSPORJAL SA DE CV,
2024,5,2024,MI TRANSPORTE,AMG,C75,340653,"$340,653.00",TRANSPORTES DE LA PLATA RUTA 611 S DE RL DE CV,
2024,5,2024,MI TRANSPORTE,AMG,C74,320015,"$320,015.00",MOVILIDAD COORDINADA DE ZAPOPAN JALISCO DE LA RUTA 101 SA DE CV,
2024,5,2024,MI TRANSPORTE,AMG,C73,299975,"$299,975.00",MOVILIDAD URBANA CENTINELA INDIGENA SA DE CV,
2024,5,2024,MI TRANSPORTE,AMG,C72,143488,"$143,488.00",TRANSPORTES 170B SA DE CV,
2024,5,2024,MI TRANSPORTE,AMG,C71,165461,"$165,461.00",TRANSPORTE PUBLICO ESTRUCTURADO SA DE CV,
2024,5,2024,MI TRANSPORTE,AMG,C69,28267,"$28,267.00",PUNTO DE ENCUENTRO 321 S DE RL DE CV,
2024,5,2024,MI TRANSPORTE,AMG,C67-V2,273473,"$273,473.00",TRANSPORTE URBANO TLAJOMULCO S DE RL DE CV,
2024,5,2024,MI TRANSPORTE,AMG,C67-V1,187761,"$187,761.00",TRANSPORTE URBANO TLAJOMULCO S DE RL DE CV,
2024,5,2024,MI TRANSPORTE,AMG,C65,27422,"$27,422.00",RUTA 27 Y 27A SA DE CV,
2024,5,2024,MI TRANSPORTE,AMG,C64,184467,"$184,467.00",MODELO INNOVADORA R27 R27A S DE RL DE CV,
2024,5,2024,MI TRANSPORTE,AMG,C63,128564,"$128,564.00",LOGISTICA INNOVATIVA DE CAMIONES Y ENLACES SA DE CV,
2024,5,2024,MI TRANSPORTE,AMG,C62,143461,"$143,461.00",LOGISTICA INNOVATIVA DE CAMIONES Y ENLACES SA DE CV,
2024,5,2024,MI TRANSPORTE,AMG,C61,74659,"$74,659.00",TRANSPORTE ZONA METROPOLITANA GUADALAJARA TLAQUEPAQUE TONALA EL SALTO SA DE CV,
2024,5,2024,MI TRANSPORTE,AMG,C60,164688,"$164,688.00",TRANSPORTE ZONA METROPOLITANA GUADALAJARA TLAQUEPAQUE TONALA EL SALTO S A DE CV,
2024,5,2024,MI TRANSPORTE,AMG,C58,359593,"$359,593.00",TRANSPORTE ZONA METROPOLITANA GUADALAJARA TLAQUEPAQUE TONALA EL SALTO SA DE CV,
2024,5,2024,MI TRANSPORTE,AMG,C52,151145,"$151,145.00",TRANSPORTACION URBANA METROPOLITANA SA DE CV,
2024,5,2024,MI TRANSPORTE,AMG,C51V2,80575,"$80,575.00",TRANSPORTES MIRASOL S DE RL DE CV,
2024,5,2024,MI TRANSPORTE,AMG,C51V1,111762,"$111,762.00",TRANSPORTES MIRASOL S DE RL DE CV,
2024,5,2024,MI TRANSPORTE,AMG,C50V2,92875,"$92,875.00",TRANSPORTES MIRASOL S DE RL DE CV,
2024,5,2024,MI TRANSPORTE,AMG,C50V1,122829,"$122,829.00",TRANSPORTES MIRASOL S DE RL DE CV,
2024,5,2024,MI TRANSPORTE,AMG,C49V3,109921,"$109,921.00",TRANSPORTES MIRASOL S DE RL DE CV,
2024,5,2024,MI TRANSPORTE,AMG,C49V2,34230,"$34,230.00",TRANSPORTES MIRASOL S DE RL DE CV,
2024,5,2024,MI TRANSPORTE,AMG,C49V1,171066,"$171,066.00",TRANSPORTES MIRASOL S DE RL DE CV,
2024,5,2024,MI TRANSPORTE,AMG,C48,146765,"$146,765.00",TRANSPORTE GDL TLAQ EL SALTO Y TRAJOMULCO SA DE CV,
2024,5,2024,MI TRANSPORTE,AMG,C47-V2,198475,"$198,475.00",AUTOTRANSPORTES URBANOS 644A S DE RL DE CV,
2024,5,2024,MI TRANSPORTE,AMG,C47-V1,124247,"$124,247.00",AUTOTRANSPORTES URBANOS 644A S DE RL DE CV,
2024,5,2024,MI TRANSPORTE,AMG,C46,573933,"$573,933.00",TRANSPORTISTAS R643 SA DE CV,
